,per_tst,Acuracia,Recall,Precision
5,0.1,0.9523809523809523,0.9591836734693877,0.9523809523809523
6,0.1,0.9047619047619048,0.9166666666666666,0.9047619047619048
7,0.1,0.9047619047619048,0.9285714285714286,0.9047619047619048
8,0.1,0.38095238095238093,0.22115384615384615,0.38095238095238093
9,0.1,0.9047619047619048,0.9190476190476191,0.9047619047619048
10,0.2,0.8571428571428571,0.8682975754404326,0.8571428571428571
11,0.2,0.9761904761904762,0.978174603174603,0.9761904761904762
12,0.2,0.6428571428571429,0.43392857142857144,0.6428571428571429
13,0.2,0.2619047619047619,0.4628339140534262,0.2619047619047619
14,0.2,0.9523809523809523,0.9583333333333334,0.9523809523809523
15,0.2,0.42857142857142855,0.4773519163763066,0.42857142857142855
16,0.2,0.8809523809523809,0.9107142857142857,0.8809523809523809
17,0.2,0.9761904761904762,0.9775910364145659,0.9761904761904762
18,0.2,0.9285714285714286,0.9303854875283447,0.9285714285714286
19,0.2,0.9523809523809523,0.9562461348175634,0.9523809523809523
20,0.3,0.9523809523809523,0.9532959382583442,0.9523809523809523
21,0.3,0.9047619047619048,0.9058734604953093,0.9047619047619048
22,0.3,0.9523809523809523,0.9529885319359004,0.9523809523809523
23,0.3,0.9365079365079365,0.9365079365079365,0.9365079365079365
24,0.3,0.6349206349206349,0.7197994987468672,0.6349206349206349
25,0.3,1.0,1.0,1.0
26,0.3,0.9047619047619048,0.9119141727837379,0.9047619047619048
27,0.3,0.9841269841269841,0.9847374847374848,0.9841269841269841
28,0.3,0.9047619047619048,0.9058658551139753,0.9047619047619048
29,0.3,0.9841269841269841,0.9850088183421517,0.9841269841269841
30,0.4,0.9523809523809523,0.952579365079365,0.9523809523809523
31,0.4,0.9761904761904762,0.9761904761904762,0.9761904761904762
32,0.4,0.9285714285714286,0.9282925485008819,0.9285714285714286
33,0.4,0.9523809523809523,0.9539170506912442,0.9523809523809523
34,0.4,0.9880952380952381,0.9885531135531137,0.9880952380952381
35,0.4,0.9642857142857143,0.965079365079365,0.9642857142857143
36,0.4,0.9166666666666666,0.922372667015524,0.9166666666666666
37,0.4,0.9047619047619048,0.9100907029478458,0.9047619047619048
38,0.4,0.42857142857142855,0.5156641604010025,0.42857142857142855
39,0.4,0.9642857142857143,0.9661578341013825,0.9642857142857143
40,0.5,0.8952380952380953,0.8962429416210929,0.8952380952380953
41,0.5,0.9428571428571428,0.943170426065163,0.9428571428571428
42,0.5,0.9333333333333333,0.9372789115646258,0.9333333333333333
43,0.5,0.580952380952381,0.49835390946502056,0.580952380952381
44,0.5,0.8952380952380953,0.9009536035209976,0.8952380952380953
45,0.5,0.9619047619047619,0.9632346632346632,0.9619047619047619
46,0.5,0.9809523809523809,0.9811965811965812,0.9809523809523809
47,0.5,0.9523809523809523,0.953446450350475,0.9523809523809523
48,0.5,0.9523809523809523,0.9551171579743009,0.9523809523809523
49,0.5,0.4,0.4172953451043339,0.4
50,0.6,0.46825396825396826,0.3535470689926136,0.46825396825396826
51,0.6,0.9365079365079365,0.9376404593795897,0.9365079365079365
52,0.6,0.9523809523809523,0.9540420819490588,0.9523809523809523
53,0.6,0.5476190476190477,0.45151588649041957,0.5476190476190477
54,0.6,0.5793650793650794,0.3963038487681634,0.5793650793650794
55,0.6,0.9285714285714286,0.9310828414171878,0.9285714285714286
56,0.6,0.9285714285714286,0.9290132778504872,0.9285714285714286
57,0.6,0.9285714285714286,0.9358080943446797,0.9285714285714286
58,0.6,0.9126984126984127,0.9140922281166183,0.9126984126984127
59,0.6,0.5,0.4896031746031746,0.5
60,0.7,0.9591836734693877,0.9637188208616779,0.9591836734693877
61,0.7,0.9047619047619048,0.9063340891912322,0.9047619047619048
62,0.7,0.9183673469387755,0.928445452254976,0.9183673469387755
63,0.7,0.9319727891156463,0.9350974780756864,0.9319727891156463
64,0.7,0.9183673469387755,0.9177847064751826,0.9183673469387755
65,0.7,0.9047619047619048,0.904846410613935,0.9047619047619048
66,0.7,0.9115646258503401,0.9139713014411964,0.9115646258503401
67,0.7,0.9455782312925171,0.9464608995601517,0.9455782312925171
68,0.7,0.3469387755102041,0.43040397977372763,0.3469387755102041
69,0.7,0.9319727891156463,0.9350752422180995,0.9319727891156463
70,0.8,0.4107142857142857,0.2637678776919283,0.4107142857142857
71,0.8,0.30952380952380953,0.09580498866213152,0.30952380952380953
72,0.8,0.8988095238095238,0.911476857735361,0.8988095238095238
73,0.8,0.8809523809523809,0.8909945129284008,0.8809523809523809
74,0.8,0.3392857142857143,0.4537076878944349,0.3392857142857143
75,0.8,0.9226190476190477,0.9248233486943165,0.9226190476190477
76,0.8,0.9226190476190477,0.9239464326400417,0.9226190476190477
77,0.8,0.9345238095238095,0.9432015831929551,0.9345238095238095
78,0.8,0.9285714285714286,0.9293509070294784,0.9285714285714286
79,0.8,0.9583333333333334,0.9603716824111562,0.9583333333333334
80,0.9,0.36507936507936506,0.4427964264029838,0.36507936507936506
81,0.9,0.8835978835978836,0.894027664088061,0.8835978835978836
82,0.9,0.9206349206349206,0.9301076397637243,0.9206349206349206
83,0.9,0.4074074074074074,0.7530728269328141,0.4074074074074074
84,0.9,0.8941798941798942,0.9025522930462658,0.8941798941798942
85,0.9,0.9206349206349206,0.9203546487292646,0.9206349206349206
86,0.9,0.30687830687830686,0.09417429523249628,0.30687830687830686
87,0.9,0.9153439153439153,0.9162830115211068,0.9153439153439153
88,0.9,0.8888888888888888,0.8897402865423538,0.8888888888888888
89,0.9,0.8994708994708994,0.9010836802845,0.8994708994708994
